year,substance,mentioned,deaths
1996,22 Diazepam,Without other drugs,7
1996,23 Temazepam,On the death certificate,102
1996,23 Temazepam,With alcohol,27
1996,23 Temazepam,Without alcohol,75
1996,23 Temazepam,Without other drugs,31
1996,24 Zopiclone/Zolpidem,On the death certificate,10
1996,24 Zopiclone/Zolpidem,With alcohol,5
1996,24 Zopiclone/Zolpidem,Without alcohol,5
1996,24 Zopiclone/Zolpidem,Without other drugs,2
1996,27 Barbiturates,On the death certificate,41
1996,27 Barbiturates,With alcohol,6
1996,27 Barbiturates,Without alcohol,35
1996,27 Barbiturates,Without other drugs,30
1996,28 Any antipsychotics,On the death certificate,58
1996,28 Any antipsychotics,With alcohol,13
1996,28 Any antipsychotics,Without alcohol,45
1996,28 Any antipsychotics,Without other drugs,25
1996,30 Clozapine,On the death certificate,2
1996,30 Clozapine,With alcohol,2
1996,30 Clozapine,Without other drugs,1
1996,31 Any antidepressant,On the death certificate,508
1996,31 Any antidepressant,With alcohol,76
1996,31 Any antidepressant,Without alcohol,432
1996,31 Any antidepressant,Without other drugs,379
1996,32 Any tricyclic antidepressants,On the death certificate,486
1996,32 Any tricyclic antidepressants,With alcohol,71
1996,32 Any tricyclic antidepressants,Without alcohol,415
1996,32 Any tricyclic antidepressants,Without other drugs,369
1996,33 Amitriptyline,On the death certificate,146
1996,33 Amitriptyline,With alcohol,18
1996,33 Amitriptyline,Without alcohol,128
1996,33 Amitriptyline,Without other drugs,103
1996,34 Dothiepin,On the death certificate,273
1996,34 Dothiepin,With alcohol,43
1996,34 Dothiepin,Without alcohol,230
1996,34 Dothiepin,Without other drugs,221
1996,35 Monoamine-oxidase inhibitors (BNF 4.3.2),On the death certificate,2
1996,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without alcohol,2
1996,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without other drugs,2
1996,36 Any SSRI,On the death certificate,18
1996,36 Any SSRI,With alcohol,5
1996,36 Any SSRI,Without alcohol,13
1996,36 Any SSRI,Without other drugs,5
1996,37 Citalopram,On the death certificate,2
1996,37 Citalopram,Without alcohol,2
1996,37 Citalopram,Without other drugs,1
1996,38 Any other antidepressants,On the death certificate,2
1996,38 Any other antidepressants,With alcohol,1
1996,38 Any other antidepressants,Without alcohol,1
1996,38 Any other antidepressants,Without other drugs,1
1996,40 Venlafaxine,On the death certificate,2
1996,40 Venlafaxine,With alcohol,1
1996,40 Venlafaxine,Without alcohol,1
1996,40 Venlafaxine,Without other drugs,1
1996,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,556
1996,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,127
1996,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,429
1996,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,226
1996,42 Paracetamol,On the death certificate,466
1996,42 Paracetamol,With alcohol,95
1996,42 Paracetamol,Without alcohol,371
1996,42 Paracetamol,Without other drugs,161
1996,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,328
1996,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,91
1996,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,237
1996,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,65
1996,44 Paracetamol and codeine compound formulation,On the death certificate,23
1996,44 Paracetamol and codeine compound formulation,With alcohol,6
1996,44 Paracetamol and codeine compound formulation,Without alcohol,17
1996,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,16
1996,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,4
1996,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,12
1996,46 Paracetamol not from compound formulation,On the death certificate,192
1996,46 Paracetamol not from compound formulation,With alcohol,26
1996,46 Paracetamol not from compound formulation,Without alcohol,166
1996,46 Paracetamol not from compound formulation,Without other drugs,161
1995,01 All drug poisonings,On the death certificate,2540
1995,01 All drug poisonings,With alcohol,541
1995,01 All drug poisonings,Without alcohol,1999
1995,01 All drug poisonings,Without other drugs,1738
1995,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,760
1995,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,185
1995,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,575
1995,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,545
1995,03 Heroin and Morphine,On the death certificate,331
1995,03 Heroin and Morphine,With alcohol,86
1995,03 Heroin and Morphine,Without alcohol,245
1995,03 Heroin and Morphine,Without other drugs,248
1995,04 Methadone,On the death certificate,304
1995,04 Methadone,With alcohol,68
1995,04 Methadone,Without alcohol,236
1995,04 Methadone,Without other drugs,182
1995,06 Codeine not from compound formulation,On the death certificate,17
1995,06 Codeine not from compound formulation,With alcohol,5
1995,06 Codeine not from compound formulation,Without alcohol,12
1995,06 Codeine not from compound formulation,Without other drugs,3
1995,07 Dihydrocodeine not from compound formulation,On the death certificate,60
1995,07 Dihydrocodeine not from compound formulation,With alcohol,11
1995,07 Dihydrocodeine not from compound formulation,Without alcohol,49
1995,07 Dihydrocodeine not from compound formulation,Without other drugs,30
1995,11 Buprenorphine,On the death certificate,1
1995,11 Buprenorphine,Without alcohol,1
1995,11 Buprenorphine,Without other drugs,1
1995,12 Other specified opiate,On the death certificate,34
1995,12 Other specified opiate,With alcohol,9
1995,12 Other specified opiate,Without alcohol,25
1995,12 Other specified opiate,Without other drugs,17
1995,13 Unspecified opiate,On the death certificate,71
1995,13 Unspecified opiate,With alcohol,17
1995,13 Unspecified opiate,Without alcohol,54
1995,13 Unspecified opiate,Without other drugs,64
1995,14 Cocaine,On the death certificate,22
1995,14 Cocaine,With alcohol,3
1995,14 Cocaine,Without alcohol,19
1995,14 Cocaine,Without other drugs,10
1995,15 Any amphetamine,On the death certificate,49
1995,15 Any amphetamine,With alcohol,6
1995,15 Any amphetamine,Without alcohol,43
1995,15 Any amphetamine,Without other drugs,25
1995,16 Amphetamine,On the death certificate,35
1995,16 Amphetamine,With alcohol,5
1995,16 Amphetamine,Without alcohol,30
1995,16 Amphetamine,Without other drugs,15
1995,17 Ecstasy/MDMA,On the death certificate,17
1995,17 Ecstasy/MDMA,With alcohol,1
1995,17 Ecstasy/MDMA,Without alcohol,16
1995,17 Ecstasy/MDMA,Without other drugs,10
1995,19 Cannabis,On the death certificate,16
1995,19 Cannabis,With alcohol,5
1995,19 Cannabis,Without alcohol,11
1995,19 Cannabis,Without other drugs,1
1995,20 New psychoactive substance,On the death certificate,1
1995,20 New psychoactive substance,Without alcohol,1
1995,21 Any benzodiazepine,On the death certificate,277
1995,21 Any benzodiazepine,With alcohol,98
1995,21 Any benzodiazepine,Without alcohol,179
1995,21 Any benzodiazepine,Without other drugs,73
1995,22 Diazepam,On the death certificate,89
1995,22 Diazepam,With alcohol,38
1995,22 Diazepam,Without alcohol,51
1995,22 Diazepam,Without other drugs,10
1995,23 Temazepam,On the death certificate,159
1995,23 Temazepam,With alcohol,53
1995,23 Temazepam,Without alcohol,106
1995,23 Temazepam,Without other drugs,50
1995,24 Zopiclone/Zolpidem,On the death certificate,6
1995,24 Zopiclone/Zolpidem,With alcohol,1
1995,24 Zopiclone/Zolpidem,Without alcohol,5
1995,24 Zopiclone/Zolpidem,Without other drugs,2
1995,27 Barbiturates,On the death certificate,40
1995,27 Barbiturates,With alcohol,1
1995,27 Barbiturates,Without alcohol,39
1995,27 Barbiturates,Without other drugs,34
1995,28 Any antipsychotics,On the death certificate,54
1995,28 Any antipsychotics,With alcohol,7
1995,28 Any antipsychotics,Without alcohol,47
1995,28 Any antipsychotics,Without other drugs,25
1995,30 Clozapine,On the death certificate,1
1995,30 Clozapine,Without alcohol,1
1995,30 Clozapine,Without other drugs,1
1995,31 Any antidepressant,On the death certificate,511
1995,31 Any antidepressant,With alcohol,87
1995,31 Any antidepressant,Without alcohol,424
1995,31 Any antidepressant,Without other drugs,374
1995,32 Any tricyclic antidepressants,On the death certificate,495
1995,32 Any tricyclic antidepressants,With alcohol,87
1995,32 Any tricyclic antidepressants,Without alcohol,408
1995,32 Any tricyclic antidepressants,Without other drugs,366
1995,33 Amitriptyline,On the death certificate,154
1995,33 Amitriptyline,With alcohol,33
1995,33 Amitriptyline,Without alcohol,121
1995,33 Amitriptyline,Without other drugs,117
1995,34 Dothiepin,On the death certificate,244
1995,34 Dothiepin,With alcohol,40
1995,34 Dothiepin,Without alcohol,204
1995,34 Dothiepin,Without other drugs,191
1995,35 Monoamine-oxidase inhibitors (BNF 4.3.2),On the death certificate,8
1995,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without alcohol,8
1995,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without other drugs,2
1995,36 Any SSRI,On the death certificate,18
1995,36 Any SSRI,With alcohol,1
1995,36 Any SSRI,Without alcohol,17
1995,36 Any SSRI,Without other drugs,4
1995,38 Any other antidepressants,On the death certificate,1
1995,38 Any other antidepressants,Without alcohol,1
1995,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,589
1995,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,134
1995,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,455
1995,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,220
1995,42 Paracetamol,On the death certificate,508
1995,42 Paracetamol,With alcohol,106
1995,42 Paracetamol,Without alcohol,402
1995,42 Paracetamol,Without other drugs,156
1995,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,369
1995,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,106
1995,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,263
1995,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,64
1995,44 Paracetamol and codeine compound formulation,On the death certificate,20
1995,44 Paracetamol and codeine compound formulation,With alcohol,3
1995,44 Paracetamol and codeine compound formulation,Without alcohol,17
1995,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,17
1995,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,3
1995,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,14
1995,46 Paracetamol not from compound formulation,On the death certificate,191
1995,46 Paracetamol not from compound formulation,With alcohol,23
1995,46 Paracetamol not from compound formulation,Without alcohol,168
1995,46 Paracetamol not from compound formulation,Without other drugs,156
1994,01 All drug poisonings,On the death certificate,2350
1994,01 All drug poisonings,With alcohol,489
1994,01 All drug poisonings,Without alcohol,1861
1994,01 All drug poisonings,Without other drugs,1643
1994,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,648
1994,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,138
1994,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,510
1994,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,451
1994,03 Heroin and Morphine,On the death certificate,270
1994,03 Heroin and Morphine,With alcohol,58
1994,03 Heroin and Morphine,Without alcohol,212
1994,03 Heroin and Morphine,Without other drugs,187
1994,04 Methadone,On the death certificate,262
1994,04 Methadone,With alcohol,58
1994,04 Methadone,Without alcohol,204
1994,04 Methadone,Without other drugs,148
1994,06 Codeine not from compound formulation,On the death certificate,9
1994,06 Codeine not from compound formulation,With alcohol,2
1994,06 Codeine not from compound formulation,Without alcohol,7
1994,06 Codeine not from compound formulation,Without other drugs,4
1994,07 Dihydrocodeine not from compound formulation,On the death certificate,56
1994,07 Dihydrocodeine not from compound formulation,With alcohol,8
1994,07 Dihydrocodeine not from compound formulation,Without alcohol,48
1994,07 Dihydrocodeine not from compound formulation,Without other drugs,36
1994,12 Other specified opiate,On the death certificate,31
1994,12 Other specified opiate,With alcohol,5
1994,12 Other specified opiate,Without alcohol,26
1994,12 Other specified opiate,Without other drugs,24
1994,13 Unspecified opiate,On the death certificate,68
1994,13 Unspecified opiate,With alcohol,14
1994,13 Unspecified opiate,Without alcohol,54
1994,13 Unspecified opiate,Without other drugs,52
1994,14 Cocaine,On the death certificate,24
1994,14 Cocaine,With alcohol,3
1994,14 Cocaine,Without alcohol,21
1994,14 Cocaine,Without other drugs,14
1994,15 Any amphetamine,On the death certificate,37
1994,15 Any amphetamine,With alcohol,8
1994,15 Any amphetamine,Without alcohol,29
1994,15 Any amphetamine,Without other drugs,14
1994,16 Amphetamine,On the death certificate,19
1994,16 Amphetamine,With alcohol,4
1994,16 Amphetamine,Without alcohol,15
1994,16 Amphetamine,Without other drugs,4
1994,17 Ecstasy/MDMA,On the death certificate,20
1994,17 Ecstasy/MDMA,With alcohol,4
1994,17 Ecstasy/MDMA,Without alcohol,16
1994,17 Ecstasy/MDMA,Without other drugs,10
1994,19 Cannabis,On the death certificate,19
